rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date
181,São Tomé and Príncipe,STP,923,923,0,CAF,09/04/2020
180,Liechtenstein,LIE,926,926,0,UEFA,09/04/2020
179,Cuba,CUB,936,936,0,CONCACAF,09/04/2020
178,Puerto Rico,PUR,941,941,0,CONCACAF,09/04/2020
177,Chad,CHA,943,943,0,CAF,09/04/2020
176,St. Lucia,LCA,953,953,0,CONCACAF,09/04/2020
175,Moldova,MDA,959,959,0,UEFA,09/04/2020
173,Cambodia,CAM,964,964,0,AFC,09/04/2020
184,Malta,MLT,919,919,0,UEFA,09/04/2020
173,Indonesia,IDN,964,964,0,AFC,09/04/2020
170,Belize,BLZ,974,974,0,CONCACAF,09/04/2020
170,Nepal,NEP,974,974,0,AFC,09/04/2020
168,Bermuda,BER,983,984,0,CONCACAF,09/04/2020
168,South Sudan,SSD,983,983,1,CAF,09/04/2020
167,St. Vincent / Grenadines,VIN,986,986,0,CONCACAF,09/04/2020
166,Guyana,GUY,988,988,0,CONCACAF,09/04/2020
165,Papua New Guinea,PNG,991,991,0,OFC,09/04/2020
163,Vanuatu,VAN,996,996,0,OFC,09/04/2020
163,Fiji,FIJ,996,996,0,OFC,09/04/2020
1,Belgium,BEL,1765,1765,0,UEFA,09/04/2020
172,Mauritius,MRI,965,965,0,CAF,09/04/2020
184,Djibouti,DJI,919,919,0,CAF,09/04/2020
184,Dominica,DMA,919,919,0,CONCACAF,09/04/2020
187,Bangladesh,BAN,914,914,0,AFC,09/04/2020
210,Anguilla,AIA,821,821,0,CONCACAF,09/04/2020
209,San Marino,SMR,824,824,0,UEFA,09/04/2020
208,British Virgin Islands,VGB,842,842,0,CONCACAF,09/04/2020
207,US Virgin Islands,VIR,844,844,0,CONCACAF,09/04/2020
206,Sri Lanka,SRI,853,853,0,AFC,09/04/2020
205,Eritrea,ERI,856,856,0,CAF,09/04/2020
203,Turks and Caicos Islands,TCA,862,862,0,CONCACAF,09/04/2020
203,Tonga,TGA,862,862,0,OFC,09/04/2020
202,Seychelles,SEY,866,866,0,CAF,09/04/2020
200,Pakistan,PAK,867,867,0,AFC,09/04/2020
200,Aruba,ARU,867,867,0,CONCACAF,09/04/2020
199,Guam,GUM,873,873,0,AFC,09/04/2020
196,Somalia,SOM,879,879,0,CAF,09/04/2020
196,Gibraltar,GIB,879,879,0,UEFA,09/04/2020
196,Timor-Leste,TLS,879,879,0,AFC,09/04/2020
195,Bahamas,BAH,880,880,0,CONCACAF,09/04/2020
194,Samoa,SAM,894,894,0,OFC,09/04/2020
193,Cayman Islands,CAY,897,897,0,CONCACAF,09/04/2020
192,American Samoa,ASA,900,900,0,OFC,09/04/2020
191,Brunei Darussalam,BRU,904,904,0,AFC,09/04/2020
190,Mongolia,MNG,906,906,0,AFC,09/04/2020
189,Bhutan,BHU,911,911,0,AFC,09/04/2020
188,Laos,LAO,912,912,0,AFC,09/04/2020
162,Barbados,BRB,1009,1009,0,CONCACAF,09/04/2020
2,France,FRA,1733,1733,0,UEFA,09/04/2020
161,Tahiti,TAH,1014,1014,0,OFC,09/04/2020
159,Grenada,GRN,1015,1015,0,CONCACAF,09/04/2020
131,Lithuania,LTU,1089,1089,0,UEFA,09/04/2020
130,Guatemala,GUA,1104,1106,0,CONCACAF,09/04/2020
129,Turkmenistan,TKM,1107,1107,0,AFC,09/04/2020
128,Sudan,SDN,1112,1112,0,CAF,09/04/2020
126,Togo,TOG,1127,1127,0,CAF,09/04/2020
126,Antigua and Barbuda,ATG,1127,1127,0,CONCACAF,09/04/2020
124,Angola,ANG,1136,1136,0,CAF,09/04/2020
124,Philippines,PHI,1136,1136,0,AFC,09/04/2020
123,Malawi,MWI,1141,1141,0,CAF,09/04/2020
122,New Zealand,NZL,1149,1149,0,OFC,09/04/2020
131,Rwanda,RWA,1089,1089,0,CAF,09/04/2020
121,Tajikistan,TJK,1152,1152,0,AFC,09/04/2020
118,Sierra Leone,SLE,1155,1155,0,CAF,09/04/2020
118,Kazakhstan,KAZ,1155,1155,0,UEFA,09/04/2020
117,Namibia,NAM,1160,1160,0,CAF,09/04/2020
116,Korea DPR,PRK,1170,1170,0,AFC,09/04/2020
115,Kosovo,KVX,1174,1174,0,UEFA,09/04/2020
114,Azerbaijan,AZE,1177,1177,0,UEFA,09/04/2020
113,Thailand,THA,1178,1178,0,AFC,09/04/2020
112,Niger,NIG,1179,1179,0,CAF,09/04/2020
111,Zimbabwe,ZIM,1180,1180,0,CAF,09/04/2020
110,Faroe Islands,FRO,1181,1181,0,UEFA,09/04/2020
118,Guinea-Bissau,GNB,1155,1155,0,CAF,09/04/2020
133,Comoros,COM,1088,1088,0,CAF,09/04/2020
134,Tanzania,TAN,1086,1086,0,CAF,09/04/2020
148,Botswana,BOT,1055,1055,0,CAF,09/04/2020
157,Singapore,SIN,1020,1020,0,AFC,09/04/2020
156,New Caledonia,NCL,1035,1035,0,OFC,09/04/2020
155,Maldives,MDV,1038,1038,0,AFC,09/04/2020
154,Malaysia,MAS,1040,1040,0,AFC,09/04/2020
153,Swaziland,SWZ,1042,1042,0,CAF,09/04/2020
152,Liberia,LBR,1047,1047,0,CAF,09/04/2020
151,Nicaragua,NCA,1051,1050,0,CONCACAF,09/04/2020
149,Burundi,BDI,1052,1052,0,CAF,09/04/2020
149,Afghanistan,AFG,1052,1052,0,AFC,09/04/2020
135,Andorra,AND,1082,1082,0,UEFA,09/04/2020
158,Dominican Republic,DOM,1019,1019,0,CONCACAF,09/04/2020
147,Kuwait,KUW,1060,1060,0,AFC,09/04/2020
145,Equatorial Guinea,EQG,1066,1066,0,CAF,09/04/2020
144,Yemen,YEM,1071,1071,0,AFC,09/04/2020
143,Hong Kong,HKG,1072,1072,0,AFC,09/04/2020
141,Solomon Islands,SOL,1073,1073,0,OFC,09/04/2020
141,Suriname,SUR,1073,1073,0,CONCACAF,09/04/2020
139,St. Kitts and Nevis,SKN,1074,1074,0,CONCACAF,09/04/2020
139,Lesotho,LES,1074,1074,0,CAF,09/04/2020
138,Chinese Taipei,TPE,1078,1078,0,AFC,09/04/2020
137,Latvia,LVA,1079,1079,0,UEFA,09/04/2020
136,Myanmar,MYA,1081,1081,0,AFC,09/04/2020
146,Ethiopia,ETH,1061,1061,0,CAF,09/04/2020
159,Gambia,GAM,1015,1015,0,CAF,09/04/2020
210,Anguilla,AIA,821,821,0,CONCACAF,11/06/2020
209,San Marino,SMR,824,824,0,UEFA,11/06/2020
159,Gambia,GAM,1015,1015,0,CAF,11/06/2020
3,Brazil,BRA,1712,1712,0,CONMEBOL,11/06/2020
77,Uganda,UGA,1321,1321,0,CAF,11/06/2020
76,China PR,CHN,1323,1323,0,AFC,11/06/2020
75,Bolivia,BOL,1324,1324,0,CONMEBOL,11/06/2020
74,Guinea,GUI,1328,1328,0,CAF,11/06/2020
73,Canada,CAN,1332,1332,0,CONCACAF,11/06/2020
71,South Africa,RSA,1334,1334,0,CAF,11/06/2020
71,United Arab Emirates,UAE,1334,1334,0,AFC,11/06/2020
70,Iraq,IRQ,1344,1344,0,AFC,11/06/2020
69,El Salvador,SLV,1346,1346,0,CONCACAF,11/06/2020
68,North Macedonia,MKD,1347,1347,0,UEFA,11/06/2020
78,Cabo Verde,CPV,1318,1318,0,CAF,11/06/2020
67,Saudi Arabia,KSA,1351,1351,0,AFC,11/06/2020
64,Slovenia,SVN,1365,1365,0,UEFA,11/06/2020
64,Montenegro,MNE,1365,1365,0,UEFA,11/06/2020
63,Ecuador,ECU,1368,1368,0,CONMEBOL,11/06/2020
62,Honduras,HON,1377,1377,0,CONCACAF,11/06/2020
61,Côte d'Ivoire,CIV,1378,1378,0,CAF,11/06/2020
59,Burkina Faso,BFA,1381,1381,0,CAF,11/06/2020
59,Bulgaria,BUL,1381,1381,0,UEFA,11/06/2020
58,Finland,FIN,1386,1386,0,UEFA,11/06/2020
56,Congo DR,COD,1389,1389,0,CAF,11/06/2020
56,Mali,MLI,1389,1389,0,CAF,11/06/2020
66,Albania,ALB,1356,1356,0,UEFA,11/06/2020
55,Qatar,QAT,1396,1396,0,AFC,11/06/2020
79,Syria,SYR,1314,1314,0,AFC,11/06/2020
81,Panama,PAN,1305,1304,0,CONCACAF,11/06/2020
103,Palestine,PLE,1204,1204,0,AFC,11/06/2020
102,Armenia,ARM,1213,1213,0,UEFA,11/06/2020
101,Libya,LBY,1215,1215,0,CAF,11/06/2020
100,Mauritania,MTN,1223,1223,0,CAF,11/06/2020
99,Bahrain,BHR,1225,1225,0,AFC,11/06/2020
98,Luxembourg,LUX,1236,1236,0,UEFA,11/06/2020
97,Jordan,JOR,1238,1238,0,AFC,11/06/2020
96,Kyrgyz Republic,KGZ,1240,1240,0,AFC,11/06/2020
95,Cyprus,CYP,1251,1251,0,UEFA,11/06/2020
94,Vietnam,VIE,1258,1258,0,AFC,11/06/2020
80,Curaçao,CUW,1313,1313,0,CONCACAF,11/06/2020
93,Israel,ISR,1260,1260,0,UEFA,11/06/2020
91,Madagascar,MAD,1267,1267,0,CAF,11/06/2020
89,Lebanon,LBN,1269,1269,0,AFC,11/06/2020
89,Congo,CGO,1269,1269,0,CAF,11/06/2020
88,Zambia,ZAM,1279,1279,0,CAF,11/06/2020
87,Belarus,BLR,1283,1280,0,UEFA,11/06/2020
86,Haiti,HAI,1285,1285,0,CONCACAF,11/06/2020
85,Uzbekistan,UZB,1286,1289,0,AFC,11/06/2020
84,Benin,BEN,1295,1295,0,CAF,11/06/2020
83,Gabon,GAB,1297,1297,0,CAF,11/06/2020
82,Oman,OMA,1303,1303,0,AFC,11/06/2020
91,Georgia,GEO,1267,1267,0,UEFA,11/06/2020
104,Estonia,EST,1202,1202,0,UEFA,11/06/2020
54,Greece,GRE,1409,1409,0,UEFA,11/06/2020
52,Hungary,HUN,1416,1416,0,UEFA,11/06/2020
25,Venezuela,VEN,1517,1517,0,CONMEBOL,11/06/2020
24,Ukraine,UKR,1537,1537,0,UEFA,11/06/2020
23,Wales,WAL,1540,1540,0,UEFA,11/06/2020
22,USA,USA,1542,1542,0,CONCACAF,11/06/2020
21,Peru,PER,1544,1544,0,CONMEBOL,11/06/2020
20,Senegal,SEN,1555,1555,0,CAF,11/06/2020
19,Poland,POL,1559,1559,0,UEFA,11/06/2020
17,Sweden,SWE,1579,1579,0,UEFA,11/06/2020
17,Chile,CHI,1579,1579,0,CONMEBOL,11/06/2020
16,Denmark,DEN,1598,1598,0,UEFA,11/06/2020
26,Austria,AUT,1507,1507,0,UEFA,11/06/2020
15,Germany,GER,1602,1602,0,UEFA,11/06/2020
13,Italy,ITA,1607,1607,0,UEFA,11/06/2020
12,Switzerland,SUI,1608,1608,0,UEFA,11/06/2020
11,Mexico,MEX,1621,1621,0,CONCACAF,11/06/2020
10,Colombia,COL,1622,1622,0,CONMEBOL,11/06/2020
9,Argentina,ARG,1623,1623,0,CONMEBOL,11/06/2020
8,Spain,ESP,1636,1636,0,UEFA,11/06/2020
7,Portugal,POR,1639,1639,0,UEFA,11/06/2020
6,Croatia,CRO,1642,1642,0,UEFA,11/06/2020
5,Uruguay,URU,1645,1645,0,CONMEBOL,11/06/2020
1,Belgium,BEL,1765,1765,0,UEFA,11/06/2020
14,Netherlands,NED,1604,1604,0,UEFA,11/06/2020
53,Cameroon,CMR,1413,1413,0,CAF,11/06/2020
27,Tunisia,TUN,1506,1506,0,CAF,11/06/2020
29,Turkey,TUR,1494,1494,0,UEFA,11/06/2020
51,Egypt,EGY,1420,1420,0,CAF,11/06/2020
50,Scotland,SCO,1422,1422,0,UEFA,11/06/2020
49,Bosnia and Herzegovina,BIH,1430,1430,0,UEFA,11/06/2020
48,Jamaica,JAM,1438,1437,0,CONCACAF,11/06/2020
46,Ghana,GHA,1439,1439,0,CAF,11/06/2020
46,Costa Rica,CRC,1439,1439,0,CONCACAF,11/06/2020
45,Czech Republic,CZE,1446,1446,0,UEFA,11/06/2020
44,Norway,NOR,1451,1451,0,UEFA,11/06/2020
43,Morocco,MAR,1456,1456,0,CAF,11/06/2020
42,Australia,AUS,1457,1457,0,AFC,11/06/2020
28,Japan,JPN,1500,1500,0,AFC,11/06/2020
41,Paraguay,PAR,1461,1461,0,CONMEBOL,11/06/2020
39,Iceland,ISL,1465,1465,0,UEFA,11/06/2020
38,Russia,RUS,1470,1470,0,UEFA,11/06/2020
37,Romania,ROU,1475,1475,0,UEFA,11/06/2020
36,Northern Ireland,NIR,1476,1476,0,UEFA,11/06/2020
35,Algeria,ALG,1482,1482,0,CAF,11/06/2020
34,Republic of Ireland,IRL,1486,1486,0,UEFA,11/06/2020
33,IR Iran,IRN,1489,1489,0,AFC,11/06/2020
32,Slovakia,SVK,1490,1490,0,UEFA,11/06/2020
31,Nigeria,NGA,1493,1493,0,CAF,11/06/2020
29,Serbia,SRB,1494,1494,0,UEFA,11/06/2020
40,Korea Republic,KOR,1464,1464,0,AFC,11/06/2020
105,Trinidad and Tobago,TRI,1201,1201,0,CONCACAF,11/06/2020
106,Mozambique,MOZ,1200,1200,0,CAF,11/06/2020
107,Kenya,KEN,1199,1199,0,CAF,11/06/2020
182,Macau,MAC,922,922,0,AFC,11/06/2020
181,São Tomé and Príncipe,STP,923,923,0,CAF,11/06/2020
180,Liechtenstein,LIE,926,926,0,UEFA,11/06/2020
179,Cuba,CUB,936,936,0,CONCACAF,11/06/2020
178,Puerto Rico,PUR,941,941,0,CONCACAF,11/06/2020
177,Chad,CHA,943,943,0,CAF,11/06/2020
176,St. Lucia,LCA,953,953,0,CONCACAF,11/06/2020
175,Moldova,MDA,959,959,0,UEFA,11/06/2020
173,Cambodia,CAM,964,964,0,AFC,11/06/2020
173,Indonesia,IDN,964,964,0,AFC,11/06/2020
183,Montserrat,MSR,921,921,0,CONCACAF,11/06/2020
172,Mauritius,MRI,965,965,0,CAF,11/06/2020
170,Nepal,NEP,974,974,0,AFC,11/06/2020
168,South Sudan,SSD,983,983,1,CAF,11/06/2020
168,Bermuda,BER,983,984,0,CONCACAF,11/06/2020
167,St. Vincent / Grenadines,VIN,986,986,0,CONCACAF,11/06/2020
166,Guyana,GUY,988,988,0,CONCACAF,11/06/2020
165,Papua New Guinea,PNG,991,991,0,OFC,11/06/2020
163,Vanuatu,VAN,996,996,0,OFC,11/06/2020
163,Fiji,FIJ,996,996,0,OFC,11/06/2020
162,Barbados,BRB,1009,1009,0,CONCACAF,11/06/2020
161,Tahiti,TAH,1014,1014,0,OFC,11/06/2020
170,Belize,BLZ,974,974,0,CONCACAF,11/06/2020
159,Grenada,GRN,1015,1015,0,CONCACAF,11/06/2020
184,Malta,MLT,919,919,0,UEFA,11/06/2020
184,Dominica,DMA,919,919,0,CONCACAF,11/06/2020
208,British Virgin Islands,VGB,842,842,0,CONCACAF,11/06/2020
207,US Virgin Islands,VIR,844,844,0,CONCACAF,11/06/2020
206,Sri Lanka,SRI,853,853,0,AFC,11/06/2020
205,Eritrea,ERI,856,856,0,CAF,11/06/2020
203,Turks and Caicos Islands,TCA,862,862,0,CONCACAF,11/06/2020
203,Tonga,TGA,862,862,0,OFC,11/06/2020
202,Seychelles,SEY,866,866,0,CAF,11/06/2020
200,Aruba,ARU,867,867,0,CONCACAF,11/06/2020
200,Pakistan,PAK,867,867,0,AFC,11/06/2020
199,Guam,GUM,873,873,0,AFC,11/06/2020
184,Djibouti,DJI,919,919,0,CAF,11/06/2020
196,Timor-Leste,TLS,879,879,0,AFC,11/06/2020
196,Gibraltar,GIB,879,879,0,UEFA,11/06/2020
195,Bahamas,BAH,880,880,0,CONCACAF,11/06/2020
194,Samoa,SAM,894,894,0,OFC,11/06/2020
193,Cayman Islands,CAY,897,897,0,CONCACAF,11/06/2020
192,American Samoa,ASA,900,900,0,OFC,11/06/2020
191,Brunei Darussalam,BRU,904,904,0,AFC,11/06/2020
190,Mongolia,MNG,906,906,0,AFC,11/06/2020
189,Bhutan,BHU,911,911,0,AFC,11/06/2020
188,Laos,LAO,912,912,0,AFC,11/06/2020
187,Bangladesh,BAN,914,914,0,AFC,11/06/2020
196,Somalia,SOM,879,879,0,CAF,11/06/2020
2,France,FRA,1733,1733,0,UEFA,11/06/2020
158,Dominican Republic,DOM,1019,1019,0,CONCACAF,11/06/2020
156,New Caledonia,NCL,1035,1035,0,OFC,11/06/2020
129,Turkmenistan,TKM,1107,1107,0,AFC,11/06/2020
128,Sudan,SDN,1112,1112,0,CAF,11/06/2020
126,Togo,TOG,1127,1127,0,CAF,11/06/2020
126,Antigua and Barbuda,ATG,1127,1127,0,CONCACAF,11/06/2020
124,Angola,ANG,1136,1136,0,CAF,11/06/2020
124,Philippines,PHI,1136,1136,0,AFC,11/06/2020
123,Malawi,MWI,1141,1141,0,CAF,11/06/2020
122,New Zealand,NZL,1149,1149,0,OFC,11/06/2020
121,Tajikistan,TJK,1152,1152,0,AFC,11/06/2020
118,Guinea-Bissau,GNB,1155,1155,0,CAF,11/06/2020
130,Guatemala,GUA,1104,1106,0,CONCACAF,11/06/2020
118,Sierra Leone,SLE,1155,1155,0,CAF,11/06/2020
117,Namibia,NAM,1160,1160,0,CAF,11/06/2020
116,Korea DPR,PRK,1170,1170,0,AFC,11/06/2020
115,Kosovo,KVX,1174,1174,0,UEFA,11/06/2020
114,Azerbaijan,AZE,1177,1177,0,UEFA,11/06/2020
113,Thailand,THA,1178,1178,0,AFC,11/06/2020
112,Niger,NIG,1179,1179,0,CAF,11/06/2020
111,Zimbabwe,ZIM,1180,1180,0,CAF,11/06/2020
110,Faroe Islands,FRO,1181,1181,0,UEFA,11/06/2020
109,Central African Republic,CTA,1184,1184,0,CAF,11/06/2020
108,India,IND,1187,1187,0,AFC,11/06/2020
118,Kazakhstan,KAZ,1155,1155,0,UEFA,11/06/2020
157,Singapore,SIN,1020,1020,0,AFC,11/06/2020
131,Rwanda,RWA,1089,1089,0,CAF,11/06/2020
133,Comoros,COM,1088,1088,0,CAF,11/06/2020
155,Maldives,MDV,1038,1038,0,AFC,11/06/2020
154,Malaysia,MAS,1040,1040,0,AFC,11/06/2020
153,Swaziland,SWZ,1042,1042,0,CAF,11/06/2020
152,Liberia,LBR,1047,1047,0,CAF,11/06/2020
151,Nicaragua,NCA,1051,1050,0,CONCACAF,11/06/2020
149,Burundi,BDI,1052,1052,0,CAF,11/06/2020
149,Afghanistan,AFG,1052,1052,0,AFC,11/06/2020
148,Botswana,BOT,1055,1055,0,CAF,11/06/2020
147,Kuwait,KUW,1060,1060,0,AFC,11/06/2020
146,Ethiopia,ETH,1061,1061,0,CAF,11/06/2020
131,Lithuania,LTU,1089,1089,0,UEFA,11/06/2020
145,Equatorial Guinea,EQG,1066,1066,0,CAF,11/06/2020
143,Hong Kong,HKG,1072,1072,0,AFC,11/06/2020
141,Suriname,SUR,1073,1073,0,CONCACAF,11/06/2020
141,Solomon Islands,SOL,1073,1073,0,OFC,11/06/2020
139,St. Kitts and Nevis,SKN,1074,1074,0,CONCACAF,11/06/2020
139,Lesotho,LES,1074,1074,0,CAF,11/06/2020
138,Chinese Taipei,TPE,1078,1078,0,AFC,11/06/2020
137,Latvia,LVA,1079,1079,0,UEFA,11/06/2020
136,Myanmar,MYA,1081,1081,0,AFC,11/06/2020
135,Andorra,AND,1082,1082,0,UEFA,11/06/2020
134,Tanzania,TAN,1086,1086,0,CAF,11/06/2020
144,Yemen,YEM,1071,1071,0,AFC,11/06/2020
4,England,ENG,1661,1661,0,UEFA,11/06/2020
208,British Virgin Islands,VGB,842,842,0,CONCACAF,16/07/2020
203,Turks and Caicos Islands,TCA,862,862,0,CONCACAF,16/07/2020
1,Belgium,BEL,1765,1765,0,UEFA,16/07/2020
131,Lithuania,LTU,1089,1089,0,UEFA,16/07/2020
133,Comoros,COM,1088,1088,0,CAF,16/07/2020
134,Tanzania,TAN,1086,1086,0,CAF,16/07/2020
135,Andorra,AND,1082,1082,0,UEFA,16/07/2020
136,Myanmar,MYA,1081,1081,0,AFC,16/07/2020
137,Latvia,LVA,1079,1079,0,UEFA,16/07/2020
138,Chinese Taipei,TPE,1078,1078,0,AFC,16/07/2020
139,Lesotho,LES,1074,1074,0,CAF,16/07/2020
139,St. Kitts and Nevis,SKN,1074,1074,0,CONCACAF,16/07/2020
141,Suriname,SUR,1073,1073,0,CONCACAF,16/07/2020
141,Solomon Islands,SOL,1073,1073,0,OFC,16/07/2020
143,Hong Kong,HKG,1072,1072,0,AFC,16/07/2020
144,Yemen,YEM,1071,1071,0,AFC,16/07/2020
145,Equatorial Guinea,EQG,1066,1066,0,CAF,16/07/2020
146,Ethiopia,ETH,1061,1061,0,CAF,16/07/2020
147,Kuwait,KUW,1060,1060,0,AFC,16/07/2020
148,Botswana,BOT,1055,1055,0,CAF,16/07/2020
149,Burundi,BDI,1052,1052,0,CAF,16/07/2020
149,Afghanistan,AFG,1052,1052,0,AFC,16/07/2020
151,Nicaragua,NCA,1051,1050,0,CONCACAF,16/07/2020
152,Liberia,LBR,1047,1047,0,CAF,16/07/2020
131,Rwanda,RWA,1089,1089,0,CAF,16/07/2020
130,Guatemala,GUA,1104,1106,0,CONCACAF,16/07/2020
129,Turkmenistan,TKM,1107,1107,0,AFC,16/07/2020
128,Sudan,SDN,1112,1112,0,CAF,16/07/2020
106,Mozambique,MOZ,1200,1200,0,CAF,16/07/2020
107,Kenya,KEN,1199,1199,0,CAF,16/07/2020
108,India,IND,1187,1187,0,AFC,16/07/2020
109,Central African Republic,CTA,1184,1184,0,CAF,16/07/2020
110,Faroe Islands,FRO,1181,1181,0,UEFA,16/07/2020
111,Zimbabwe,ZIM,1180,1180,0,CAF,16/07/2020
112,Niger,NIG,1179,1179,0,CAF,16/07/2020
113,Thailand,THA,1178,1178,0,AFC,16/07/2020
114,Azerbaijan,AZE,1177,1177,0,UEFA,16/07/2020
115,Kosovo,KVX,1174,1174,0,UEFA,16/07/2020
153,Swaziland,SWZ,1042,1042,0,CAF,16/07/2020
116,Korea DPR,PRK,1170,1170,0,AFC,16/07/2020
118,Kazakhstan,KAZ,1155,1155,0,UEFA,16/07/2020
118,Sierra Leone,SLE,1155,1155,0,CAF,16/07/2020
118,Guinea-Bissau,GNB,1155,1155,0,CAF,16/07/2020
121,Tajikistan,TJK,1152,1152,0,AFC,16/07/2020
122,New Zealand,NZL,1149,1149,0,OFC,16/07/2020
123,Malawi,MWI,1141,1141,0,CAF,16/07/2020
124,Philippines,PHI,1136,1136,0,AFC,16/07/2020
124,Angola,ANG,1136,1136,0,CAF,16/07/2020
126,Antigua and Barbuda,ATG,1127,1127,0,CONCACAF,16/07/2020
126,Togo,TOG,1127,1127,0,CAF,16/07/2020
117,Namibia,NAM,1160,1160,0,CAF,16/07/2020
154,Malaysia,MAS,1040,1040,0,AFC,16/07/2020
155,Maldives,MDV,1038,1038,0,AFC,16/07/2020
206,Sri Lanka,SRI,853,853,0,AFC,16/07/2020
182,Macau,MAC,922,922,0,AFC,16/07/2020
183,Montserrat,MSR,921,921,0,CONCACAF,16/07/2020
184,Dominica,DMA,919,919,0,CONCACAF,16/07/2020
184,Malta,MLT,919,919,0,UEFA,16/07/2020
184,Djibouti,DJI,919,919,0,CAF,16/07/2020
187,Bangladesh,BAN,914,914,0,AFC,16/07/2020
188,Laos,LAO,912,912,0,AFC,16/07/2020
189,Bhutan,BHU,911,911,0,AFC,16/07/2020
190,Mongolia,MNG,906,906,0,AFC,16/07/2020
191,Brunei Darussalam,BRU,904,904,0,AFC,16/07/2020
181,São Tomé and Príncipe,STP,923,923,0,CAF,16/07/2020
192,American Samoa,ASA,900,900,0,OFC,16/07/2020
194,Samoa,SAM,894,894,0,OFC,16/07/2020
195,Bahamas,BAH,880,880,0,CONCACAF,16/07/2020
196,Timor-Leste,TLS,879,879,0,AFC,16/07/2020
196,Gibraltar,GIB,879,879,0,UEFA,16/07/2020
196,Somalia,SOM,879,879,0,CAF,16/07/2020
199,Guam,GUM,873,873,0,AFC,16/07/2020
200,Aruba,ARU,867,867,0,CONCACAF,16/07/2020
200,Pakistan,PAK,867,867,0,AFC,16/07/2020
202,Seychelles,SEY,866,866,0,CAF,16/07/2020
203,Tonga,TGA,862,862,0,OFC,16/07/2020
193,Cayman Islands,CAY,897,897,0,CONCACAF,16/07/2020
207,US Virgin Islands,VIR,844,844,0,CONCACAF,16/07/2020
180,Liechtenstein,LIE,926,926,0,UEFA,16/07/2020
178,Puerto Rico,PUR,941,941,0,CONCACAF,16/07/2020
156,New Caledonia,NCL,1035,1035,0,OFC,16/07/2020
157,Singapore,SIN,1020,1020,0,AFC,16/07/2020
158,Dominican Republic,DOM,1019,1019,0,CONCACAF,16/07/2020
159,Gambia,GAM,1015,1015,0,CAF,16/07/2020
159,Grenada,GRN,1015,1015,0,CONCACAF,16/07/2020
161,Tahiti,TAH,1014,1014,0,OFC,16/07/2020
162,Barbados,BRB,1009,1009,0,CONCACAF,16/07/2020
163,Fiji,FIJ,996,996,0,OFC,16/07/2020
163,Vanuatu,VAN,996,996,0,OFC,16/07/2020
165,Papua New Guinea,PNG,991,991,0,OFC,16/07/2020
179,Cuba,CUB,936,936,0,CONCACAF,16/07/2020
166,Guyana,GUY,988,988,0,CONCACAF,16/07/2020
168,South Sudan,SSD,983,983,1,CAF,16/07/2020
168,Bermuda,BER,983,984,0,CONCACAF,16/07/2020
170,Belize,BLZ,974,974,0,CONCACAF,16/07/2020
170,Nepal,NEP,974,974,0,AFC,16/07/2020
172,Mauritius,MRI,965,965,0,CAF,16/07/2020
173,Cambodia,CAM,964,964,0,AFC,16/07/2020
173,Indonesia,IDN,964,964,0,AFC,16/07/2020
175,Moldova,MDA,959,959,0,UEFA,16/07/2020
176,St. Lucia,LCA,953,953,0,CONCACAF,16/07/2020
177,Chad,CHA,943,943,0,CAF,16/07/2020
167,St. Vincent / Grenadines,VIN,986,986,0,CONCACAF,16/07/2020
104,Estonia,EST,1202,1202,0,UEFA,16/07/2020
103,Palestine,PLE,1204,1204,0,AFC,16/07/2020
102,Armenia,ARM,1213,1213,0,UEFA,16/07/2020
28,Japan,JPN,1500,1500,0,AFC,16/07/2020
29,Turkey,TUR,1494,1494,0,UEFA,16/07/2020
29,Serbia,SRB,1494,1494,0,UEFA,16/07/2020
31,Nigeria,NGA,1493,1493,0,CAF,16/07/2020
32,Slovakia,SVK,1490,1490,0,UEFA,16/07/2020
33,IR Iran,IRN,1489,1489,0,AFC,16/07/2020
34,Republic of Ireland,IRL,1486,1486,0,UEFA,16/07/2020
35,Algeria,ALG,1482,1482,0,CAF,16/07/2020
36,Northern Ireland,NIR,1476,1476,0,UEFA,16/07/2020
37,Romania,ROU,1475,1475,0,UEFA,16/07/2020
27,Tunisia,TUN,1506,1506,0,CAF,16/07/2020
38,Russia,RUS,1470,1470,0,UEFA,16/07/2020
40,Korea Republic,KOR,1464,1464,0,AFC,16/07/2020
41,Paraguay,PAR,1461,1461,0,CONMEBOL,16/07/2020
42,Australia,AUS,1457,1457,0,AFC,16/07/2020
43,Morocco,MAR,1456,1456,0,CAF,16/07/2020
44,Norway,NOR,1451,1451,0,UEFA,16/07/2020
45,Czech Republic,CZE,1446,1446,0,UEFA,16/07/2020
46,Costa Rica,CRC,1439,1439,0,CONCACAF,16/07/2020
46,Ghana,GHA,1439,1439,0,CAF,16/07/2020
48,Jamaica,JAM,1438,1437,0,CONCACAF,16/07/2020
49,Bosnia and Herzegovina,BIH,1430,1430,0,UEFA,16/07/2020
39,Iceland,ISL,1465,1465,0,UEFA,16/07/2020
50,Scotland,SCO,1422,1422,0,UEFA,16/07/2020
26,Austria,AUT,1507,1507,0,UEFA,16/07/2020
24,Ukraine,UKR,1537,1537,0,UEFA,16/07/2020
2,France,FRA,1733,1733,0,UEFA,16/07/2020
3,Brazil,BRA,1712,1712,0,CONMEBOL,16/07/2020
